feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,PRECIPITACAO TOTAL MENSAL(mm)
307.7,281.9,310.5,285.6,240.2,224.7,968.898925,967.32069,965.732609,965.573333,965.558696,965.965591,25.84,26.902667,28.350323,28.404667,28.187097,27.056129,52.282258,45.233333,40.41129,43.933333,52.467742,58.25,20.74,20.93,21.39,22.63,23.91,24.69,27.72,27.81,27.96,28.17,27.97,27.15,25.63,25.76,25.97,26.4,26.44,26.23,29.43,29.37,29.41,29.55,29.38,28.89,-0.15,-0.02,0.01,0.01,0.03,-0.0,-0.05,0.07,0.36,0.22,0.2,0.27,0.01,-0.08,0.14,-0.07,0.35,0.56,50.3
281.9,310.5,285.6,240.2,224.7,167.5,967.32069,965.732609,965.573333,965.558696,965.965591,966.047619,26.902667,28.350323,28.404667,28.187097,27.056129,25.667857,45.233333,40.41129,43.933333,52.467742,58.25,72.642857,20.93,21.39,22.63,23.91,24.69,25.98,27.81,27.96,28.17,27.97,27.15,27.39,25.76,25.97,26.4,26.44,26.23,26.84,29.37,29.41,29.55,29.38,28.89,28.88,-0.02,0.01,0.01,0.03,-0.0,0.01,0.07,0.36,0.22,0.2,0.27,0.0,-0.08,0.14,-0.07,0.35,0.56,0.57,2.8
310.5,285.6,240.2,224.7,167.5,231.3,965.732609,965.573333,965.558696,965.965591,966.047619,965.739785,28.350323,28.404667,28.187097,27.056129,25.667857,25.436774,40.41129,43.933333,52.467742,58.25,72.642857,76.983871,21.39,22.63,23.91,24.69,25.98,26.42,27.96,28.17,27.97,27.15,27.39,27.65,25.97,26.4,26.44,26.23,26.84,27.39,29.41,29.55,29.38,28.89,28.88,28.92,0.01,0.01,0.03,-0.0,0.01,-0.02,0.36,0.22,0.2,0.27,0.0,0.04,0.14,-0.07,0.35,0.56,0.57,0.63,7.1
285.6,240.2,224.7,167.5,231.3,265.1,965.573333,965.558696,965.965591,966.047619,965.739785,966.404444,28.404667,28.187097,27.056129,25.667857,25.436774,25412.0,43.933333,52.467742,58.25,72.642857,76.983871,74925.0,22.63,23.91,24.69,25.98,26.42,24.98,28.17,27.97,27.15,27.39,27.65,27.68,26.4,26.44,26.23,26.84,27.39,27.14,29.55,29.38,28.89,28.88,28.92,28.96,0.01,0.03,-0.0,0.01,-0.02,0.01,0.22,0.2,0.27,0.0,0.04,0.0,-0.07,0.35,0.56,0.57,0.63,0.42,3.4
240.2,224.7,167.5,231.3,265.1,249.1,965.558696,965.965591,966.047619,965.739785,966.404444,967.216129,28.187097,27.056129,25.667857,25.436774,25412.0,25.009677,52.467742,58.25,72.642857,76.983871,74925.0,72.483871,23.91,24.69,25.98,26.42,24.98,22.77,27.97,27.15,27.39,27.65,27.68,27.32,26.44,26.23,26.84,27.39,27.14,26.29,29.38,28.89,28.88,28.92,28.96,28.86,0.03,-0.0,0.01,-0.02,0.01,0.0,0.2,0.27,0.0,0.04,0.0,0.06,0.35,0.56,0.57,0.63,0.42,0.37,0.0
224.7,167.5,231.3,265.1,249.1,264.2,965.965591,966.047619,965.739785,966.404444,967.216129,967.676667,27.056129,25.667857,25.436774,25412.0,25.009677,25.708667,58.25,72.642857,76.983871,74925.0,72.483871,56.108333,24.69,25.98,26.42,24.98,22.77,21.77,27.15,27.39,27.65,27.68,27.32,27.44,26.23,26.84,27.39,27.14,26.29,26.03,28.89,28.88,28.92,28.96,28.86,29.07,-0.0,0.01,-0.02,0.01,0.0,0.05,0.27,0.0,0.04,0.0,0.06,0.22,0.56,0.57,0.63,0.42,0.37,0.1,0.3
167.5,231.3,265.1,249.1,264.2,269.2,966.047619,965.739785,966.404444,967.216129,967.676667,969.207527,25.667857,25.436774,25412.0,25.009677,25.708667,25.316129,72.642857,76.983871,74925.0,72.483871,56.108333,52.33871,25.98,26.42,24.98,22.77,21.77,20.95,27.39,27.65,27.68,27.32,27.44,27.5,26.84,27.39,27.14,26.29,26.03,25.92,28.88,28.92,28.96,28.86,29.07,29.08,0.01,-0.02,0.01,0.0,0.05,0.2,0.0,0.04,0.0,0.06,0.22,0.36,0.57,0.63,0.42,0.37,0.1,0.4,37.3
231.3,265.1,249.1,264.2,269.2,302.2,965.739785,966.404444,967.216129,967.676667,969.207527,968.627957,25.436774,25412.0,25.009677,25.708667,25.316129,26.66,76.983871,74925.0,72.483871,56.108333,52.33871,48.427419,26.42,24.98,22.77,21.77,20.95,21.02,27.65,27.68,27.32,27.44,27.5,27.11,27.39,27.14,26.29,26.03,25.92,25.38,28.92,28.96,28.86,29.07,29.08,28.98,-0.02,0.01,0.0,0.05,0.2,0.34,0.04,0.0,0.06,0.22,0.36,0.59,0.63,0.42,0.37,0.1,0.4,0.49,100.8
265.1,249.1,264.2,269.2,302.2,292.5,966.404444,967.216129,967.676667,969.207527,968.627957,967.59,25412.0,25.009677,25.708667,25.316129,26.66,27.353333,74925.0,72.483871,56.108333,52.33871,48.427419,46.883333,24.98,22.77,21.77,20.95,21.02,20.28,27.68,27.32,27.44,27.5,27.11,26.99,27.14,26.29,26.03,25.92,25.38,25.05,28.96,28.86,29.07,29.08,28.98,28.94,0.01,0.0,0.05,0.2,0.34,0.51,0.0,0.06,0.22,0.36,0.59,0.66,0.42,0.37,0.1,0.4,0.49,0.49,513.3
249.1,264.2,269.2,302.2,292.5,306.8,967.216129,967.676667,969.207527,968.627957,967.59,965.606452,25.009677,25.708667,25.316129,26.66,27.353333,28.436774,72.483871,56.108333,52.33871,48.427419,46.883333,46.435484,22.77,21.77,20.95,21.02,20.28,21.25,27.32,27.44,27.5,27.11,26.99,27.14,26.29,26.03,25.92,25.38,25.05,25.38,28.86,29.07,29.08,28.98,28.94,29.12,0.0,0.05,0.2,0.34,0.51,0.45,0.06,0.22,0.36,0.59,0.66,0.8,0.37,0.1,0.4,0.49,0.49,0.53,461.9
